"Please select brand attribute in Stores -> Configuration -> Amasty Extensions ->
        Improved Layered Navigation: Brands.",,module,Amasty_ShopbyBrand
"Membership Days",,module,Amasty_RulesPro
"Number of Completed Orders",,module,Amasty_RulesPro
"Total Sales Amount",,module,Amasty_RulesPro
"Average Order Value",,module,Amasty_RulesPro
"Number of Placed Orders",,module,Amasty_RulesPro
"Please choose condition",,module,Amasty_RulesPro
"Period after order was placed",,module,Amasty_RulesPro
"Orders Subselection",,module,Amasty_RulesPro
"The maximum number of items to which the discount can be applied. Examples: •if your promotion is set 
                to apply a discount on each second product in the cart and you set this 
                to '2' the discount will be applied only twice even if a customer has 5 or more items in the cart.
                •if you want to apply a discount on the only product (Action = The Most Expensive/The Cheapest, 
                also Buy 1  get 1 free) set the value to '1'",,module,Amasty_RulesPro
"The Cheapest, also for Buy 1 get 1 free",,module,Amasty_Rules
"The Most Expensive",,module,Amasty_Rules
"Get $Y for each $X spent",,module,Amasty_Rules
"Percent Discount: each 2-d, 4-th, 6-th with 15% 0ff",,module,Amasty_Rules
"Fixed Discount: each 3-d, 6-th, 9-th with $15 0ff",,module,Amasty_Rules
"Fixed Price: each 5th, 10th, 15th for $49",,module,Amasty_Rules
"Percent Discount: each 1st, 3rd, 5th with 15% 0ff after 5 items added to the cart",,module,Amasty_Rules
"Fixed Discount: each 3d, 7th, 11th with $15 0ff after 5 items added to the cart",,module,Amasty_Rules
"Fixed Price: each 5th, 7th, 9th for $89.99 after 5 items added to the cart",,module,Amasty_Rules
"Fixed Price: Each 5 items for $50",,module,Amasty_Rules
"Percent Discount: Each 5 items with 10% off",,module,Amasty_Rules
"Percent Discount: Buy X get Y Free",,module,Amasty_Rules
"Fixed Discount:  Buy X get Y with $10 Off",,module,Amasty_Rules
"Fixed Price: Buy X get Y for $9.99",,module,Amasty_Rules
"For Each 100$ Spent, get Whole Cart 10% Cheaper",,module,Amasty_Rules
"For Each 10$ Spent on X, get Y 5% Cheaper",,module,Amasty_Rules
"Fixed Discount",,module,Amasty_Rules
"Fixed Price",,module,Amasty_Rules
"Percent discount for product set",,module,Amasty_Rules
"Fixed price for product set",,module,Amasty_Rules
"Percent Discount: Buy X get N Free",,module,Amasty_Rules
"Fixed Discount:  Buy X get N with $10 Off",,module,Amasty_Rules
"Fixed Price: Buy X get N for $9.99",,module,Amasty_Rules
"Please specify Promo SKU or Promo Categories.",,module,Amasty_Rules
"Please scroll down to the 'Actions' section and add at least one condition.",,module,Amasty_Rules
"Please specify Number of Y product(s).",,module,Amasty_Rules
"Custom Options SKU",,module,Amasty_Rules
"Row total in cart with tax",,module,Amasty_Rules
"Custom Options Values",,module,Amasty_Rules
"Buy N products, and get next products with discount",,module,Amasty_Rules
"Price (Special Price if Set)",,module,Amasty_Rules
"Price After Previous Discount(s)",,module,Amasty_Rules
"Original Price, Apply to Special Price (if present)",,module,Amasty_Rules
"Original Price, Apply to Original Price (skip if result is more than Special Price)",,module,Amasty_Rules
"Rule Id",,module,Amasty_Rules
"As in ""Ship Bundle Items"" setting",,module,Amasty_StorePickup
"From bundle product",,module,Amasty_StorePickup
"From items in bundle",,module,Amasty_StorePickup
"From associated products",,module,Amasty_StorePickup
"From parent product",,module,Amasty_StorePickup
"Strings, e.g. AB2%",,module,Amasty_StorePickup
"Numbers, e.g. from 111 to 222 or from AB2 to AB19",,module,Amasty_StorePickup
"Volumetric weight attribute",,module,Amasty_StorePickup
"Volume attribute",,module,Amasty_StorePickup
"Dimensions attribute",,module,Amasty_StorePickup
"Separate dimension attribute",,module,Amasty_StorePickup
"Specify a valid method ID.",,module,Amasty_StorePickup
"File is missing.",,module,Amasty_Orderattr
"Invalid default date",,module,Amasty_Orderattr
"Not Visible",,module,Amasty_Orderattr
"Data is incorrect.",,module,Amasty_Orderattr
"Unable to save relation %1",,module,Amasty_Orderattr
"Relation with specified ID ""%1"" not found.",,module,Amasty_Orderattr
"Unable to remove relation %1",,module,Amasty_Orderattr
"Attribute with ID ""%1"" does not exist.",,module,Amasty_Orderattr
"Attribute with ID ""%1"" is not Order Attribute.",,module,Amasty_Orderattr
No,,module,Amasty_Orderattr
"Above Payment Method",,module,Amasty_Orderattr
